Wavelength,Flux,BestFit,SkyFlux
8092.820,12.381,11.433,6.365
8094.686,10.942,11.438,11.634
8096.549,10.452,11.342,14.689
8098.416,11.259,11.557,9.997
8100.279,11.899,11.581,5.626
8102.147,12.852,11.435,9.777
8104.010,11.209,11.331,20.686
8105.875,11.212,11.275,22.259
8107.744,12.239,11.314,12.729
8109.609,11.688,11.232,7.002
8111.479,12.571,11.130,6.719
8113.345,11.389,11.299,6.248
8115.216,11.415,11.490,5.981
8117.083,11.682,11.203,5.704
8118.950,12.225,11.284,5.524
8120.823,12.111,11.474,5.374
8122.691,10.923,11.441,5.418
8124.564,11.412,11.355,5.698
8126.433,11.151,11.341,5.890
8128.307,10.739,11.220,6.169
8130.177,10.611,11.066,6.522
8132.051,10.916,11.086,6.671
8133.922,11.935,11.073,6.743
8135.793,12.423,11.066,6.801
8137.670,11.585,11.137,7.248
8139.542,11.278,11.181,9.530
8141.419,11.512,11.131,11.409
8143.291,10.821,11.060,9.619
8145.169,10.665,11.012,6.630
8147.043,10.581,10.999,8.797
8148.917,8.415,10.969,13.437
8150.796,11.498,10.862,11.163
8152.672,9.093,10.818,6.569
8154.551,10.194,11.112,5.591
8156.427,10.773,11.067,5.722
8158.308,10.238,10.906,5.384
8160.185,10.345,10.951,5.690
8162.062,12.275,11.004,5.943
8163.944,11.203,11.051,6.076
8165.823,12.756,10.849,5.918
8167.706,12.539,10.830,5.638
8169.585,12.149,10.849,5.702
8171.468,11.488,10.697,5.765
8173.348,11.371,10.615,6.309
8175.229,10.786,10.864,7.147
8177.114,12.035,10.810,7.358
8178.995,10.591,10.713,7.257
8180.881,11.051,10.698,7.737
8182.763,11.468,10.772,9.655
8184.650,11.071,10.942,11.187
8186.533,10.702,10.980,12.176
8188.416,11.346,10.993,12.548
8190.304,11.284,11.006,13.111
8192.188,11.221,10.983,12.912
8194.078,11.364,10.987,12.077
8195.963,11.200,11.107,14.013
8197.853,12.247,11.145,15.725
8199.738,14.213,11.325,13.570
8201.625,10.907,11.253,9.884
8203.516,11.532,11.141,9.708
8205.403,10.377,11.236,9.972
8207.295,12.583,11.357,9.667
8209.184,12.866,11.412,9.685
8211.077,12.156,11.328,8.827
8212.965,10.899,11.102,7.523
8214.855,10.426,11.030,7.072
8216.749,11.048,11.239,7.384
8218.639,11.305,11.395,7.332
8220.535,10.983,11.168,6.475
8222.426,10.166,11.179,5.804
8224.322,11.738,11.059,6.121
8226.214,12.016,11.074,6.414
8228.106,11.418,11.252,5.952
8230.004,11.827,11.079,5.395
8231.897,10.421,11.020,5.194
8233.795,10.479,11.094,5.025
8235.689,9.750,10.965,5.155
8237.589,11.749,10.884,5.403
8239.484,10.123,11.007,5.340
8241.379,11.226,11.085,5.830
8243.279,11.348,11.291,6.944
8245.176,11.143,11.233,7.170
8247.077,10.772,11.114,6.614
8248.974,12.010,11.215,7.074
8250.877,12.105,11.435,7.554
8252.775,10.076,11.404,6.119
8254.673,10.660,11.326,5.527
8256.577,11.108,11.340,6.160
8258.476,13.421,11.275,6.129
8260.381,13.391,11.173,4.994
8262.281,9.910,11.037,4.715
8264.186,11.388,10.797,5.148
8266.087,11.952,10.838,5.090
8267.989,11.199,10.962,5.249
8269.895,11.893,11.202,5.415
8271.798,10.901,11.410,5.555
8273.705,12.307,11.398,5.376
8275.609,10.582,11.252,5.008
8277.517,12.594,11.369,8.038
8279.421,12.204,11.188,25.408
8281.331,8.750,11.177,50.227
8283.236,10.436,11.061,70.610
8285.141,8.526,10.750,60.834
8287.052,11.124,10.850,38.983
8288.958,7.363,11.181,66.372
8290.870,8.068,11.268,94.841
8292.777,14.430,11.220,61.911
8294.689,12.006,11.321,15.309
8296.597,10.198,11.492,20.362
8298.506,8.629,11.333,52.849
8300.420,7.611,11.037,98.550
8302.329,10.158,11.263,88.990
8304.244,13.502,11.468,36.644
8306.154,11.061,11.295,10.710
8308.069,11.844,10.982,7.737
8309.981,11.446,10.997,11.159
8311.892,10.848,11.095,28.000
8313.809,11.730,10.989,35.847
8315.722,11.960,11.040,17.548
8317.639,12.266,11.233,5.849
8319.553,8.352,11.237,8.298
8321.471,10.409,10.953,8.392
8323.385,10.773,11.003,6.434
8325.300,11.550,10.988,5.160
8327.220,11.297,11.052,4.610
8329.136,10.842,11.078,4.665
8331.056,10.334,10.889,4.717
8332.973,11.563,10.652,4.778
8334.894,11.906,10.806,4.746
8336.812,11.765,11.003,4.980
8338.730,12.371,11.076,6.818
8340.653,10.502,11.065,8.697
8342.571,12.604,11.067,13.026
8344.495,6.546,11.142,76.588
8346.415,2.715,11.267,212.834
8348.340,7.173,11.302,179.348
8350.260,14.005,11.210,56.557
8352.181,11.208,11.233,25.974
8354.107,8.631,11.272,63.216
8356.029,9.753,11.020,75.927
8357.956,10.437,11.272,31.346
8359.878,11.906,11.186,6.982
8361.806,12.897,11.181,8.878
8363.730,12.281,11.341,13.646
8365.654,11.395,11.356,26.958
8367.583,9.304,11.128,34.111
8369.508,11.160,11.219,21.368
8371.438,9.839,11.300,7.546
8373.364,10.720,11.205,5.313
8375.295,11.491,11.173,5.113
8377.221,11.934,11.281,5.207
8379.149,11.421,11.260,6.191
8381.081,12.388,11.214,10.583
8383.009,11.797,11.245,39.235
8384.942,9.428,11.100,61.567
8386.871,12.913,11.046,35.962
8388.805,10.180,11.228,8.691
8390.735,11.414,11.309,6.217
8392.665,10.738,11.275,7.499
8394.600,11.595,11.263,7.219
8396.532,11.901,11.171,6.102
8398.468,11.105,11.229,26.614
8400.400,8.298,11.423,131.344
8402.337,5.036,11.295,172.289
8404.270,11.367,10.997,61.127
8406.203,11.714,11.104,6.670
8408.142,10.741,11.328,5.155
8410.076,10.549,11.393,4.582
8412.015,10.057,11.296,5.243
8413.950,9.967,11.218,9.484
8415.891,15.050,11.250,41.119
8417.827,7.347,11.336,71.260
8419.763,13.164,11.319,40.525
8421.705,10.793,11.259,8.346
8423.642,11.631,11.132,5.951
8425.585,11.642,10.834,7.594
8427.523,11.075,10.823,9.749
8429.466,12.480,11.216,38.657
8431.406,8.101,11.222,140.613
8433.350,7.153,11.247,181.736
8435.290,11.378,11.405,81.674
8437.230,11.457,10.973,14.126
8439.176,9.669,10.876,6.810
8441.118,11.109,10.926,5.037
8443.064,10.282,10.949,5.152
8445.006,10.968,10.983,4.862
8446.954,12.460,11.006,6.025
8448.897,10.635,10.893,7.469
8450.841,10.858,10.841,10.537
8452.789,10.537,10.969,36.134
8454.734,10.272,11.041,63.891
8456.684,13.986,11.068,40.315
8458.629,11.741,11.099,9.837
8460.580,11.774,11.058,5.678
8462.526,11.289,11.050,6.827
8464.473,13.956,11.185,19.584
8466.425,5.133,11.442,97.533
8468.372,4.444,11.476,139.414
8470.325,13.622,11.251,66.585
8472.274,11.044,11.241,10.495
8474.227,11.170,11.429,5.691
8476.177,10.389,11.298,7.824
8478.127,10.387,11.217,8.276
8480.082,11.305,11.159,5.656
8482.033,10.771,11.120,4.938
8483.989,9.370,11.323,4.671
8485.940,12.431,11.251,4.602
8487.897,11.300,11.273,5.027
8489.850,10.841,11.399,5.184
8491.803,12.139,11.443,6.129
8493.761,10.732,11.288,22.824
8495.715,7.446,11.063,46.005
8497.674,13.387,11.103,33.732
8499.629,11.998,11.049,10.117
8501.589,10.962,11.098,7.326
8503.545,13.044,11.264,12.927
8505.501,11.084,11.408,49.336
8507.462,8.307,11.446,84.004
8509.419,10.218,11.390,51.294
8511.382,12.285,11.316,11.073
8513.340,9.840,11.257,5.175
8515.303,11.389,11.225,4.682
8517.262,12.344,11.222,4.875
8519.221,10.720,11.202,4.704
8521.186,12.266,11.035,5.365
8523.146,9.708,11.057,6.380
8525.111,10.306,11.082,5.952
8527.073,11.529,11.081,5.099
8529.039,11.534,11.171,4.699
8531.001,11.333,11.336,4.596
8532.964,12.205,11.261,4.810
8534.931,9.710,11.099,4.804
8536.895,11.812,11.051,4.558
8538.863,11.946,11.061,11.595
8540.828,10.017,10.982,22.598
8542.797,9.820,10.836,19.105
8544.762,10.837,10.898,8.433
8546.728,10.723,11.003,5.701
8548.699,12.615,11.049,17.468
8550.666,9.017,10.859,40.424
8552.637,13.614,10.588,35.371
8554.605,11.825,10.675,11.644
8556.578,11.110,10.756,5.415
8558.546,11.440,10.694,5.190
8560.515,10.937,10.784,4.471
8562.489,10.985,10.953,4.443
8564.459,9.672,11.010,4.620
8566.434,10.940,10.963,4.644
8568.404,10.612,10.851,4.737
8570.380,9.815,10.726,4.585
8572.352,12.445,10.646,4.929
8574.324,10.492,10.698,6.536
8576.301,10.621,10.797,7.012
8578.274,11.977,10.706,6.887
8580.252,10.298,10.567,6.520
8582.226,9.978,10.624,5.299
8584.205,10.271,10.525,4.990
8586.180,10.913,10.496,4.191
8588.160,11.855,10.694,7.327
8590.136,9.393,10.717,14.547
8592.112,11.219,10.535,13.901
8594.093,9.958,10.470,7.383
8596.070,11.441,10.454,7.231
8598.052,9.087,10.604,15.098
8600.030,10.213,10.787,19.274
8602.013,10.739,10.640,11.462
8603.992,10.780,10.789,5.421
8605.972,10.782,10.839,5.980
8607.956,11.207,10.836,5.873
8609.936,10.768,10.891,6.753
8611.922,10.444,10.861,9.020
8613.903,11.183,10.665,12.306
8615.889,12.444,11.087,17.226
8617.871,9.754,10.966,24.030
8619.854,9.729,10.597,32.395
8621.842,11.147,10.559,42.262
8623.825,7.782,10.816,51.465
8625.814,10.139,10.841,60.183
8627.798,11.191,10.858,67.059
8629.788,12.022,10.488,71.960
8631.773,10.460,10.556,74.407
8633.759,9.073,10.584,74.401
8635.750,7.290,10.224,70.140
8637.736,7.982,10.323,62.104
8639.728,9.573,10.776,50.560
8641.716,10.642,10.839,37.884
8643.708,9.466,10.753,28.944
8645.697,9.595,10.704,16.836
8647.686,9.319,10.837,16.786
8649.680,10.388,11.172,28.980
8651.670,8.833,10.883,51.257
8653.665,9.759,10.683,60.592
8655.656,9.536,10.750,61.851
8657.652,10.266,10.912,73.010
8659.643,9.823,10.863,67.194
8661.635,5.084,10.554,72.555
8663.633,11.448,10.782,69.853
8665.626,8.845,10.829,62.586
8667.624,10.217,10.848,68.049
8669.618,12.549,10.866,53.328
8671.617,5.968,10.741,53.976
8673.612,8.565,10.490,54.299
8675.607,10.510,10.420,36.257
8677.608,7.786,10.481,40.839
8679.604,10.699,10.832,34.434
8681.606,8.963,10.832,25.930
8683.603,8.561,10.317,28.868
8685.605,9.839,10.176,20.640
8687.604,10.792,10.237,16.475
8689.602,11.382,10.249,18.970
8691.606,11.407,10.388,12.706
8693.605,10.919,10.611,10.683
8695.610,10.255,10.765,12.361
8697.611,11.728,10.772,9.541
8699.616,10.865,10.539,8.724
8701.618,10.095,10.431,11.831
8703.619,9.630,10.494,11.583
8705.626,10.718,10.504,7.471
8707.629,9.224,10.429,8.874
8709.637,8.731,10.481,11.288
8711.641,10.214,10.388,9.230
8713.650,10.692,10.438,5.882
8715.654,10.420,10.312,4.731
8717.659,12.171,10.151,4.279
8719.669,9.187,10.181,4.489
8721.675,9.661,10.291,4.699
8723.687,11.760,10.460,4.469
8725.693,9.916,10.467,4.870
8727.706,11.693,10.515,5.423
8729.713,11.494,10.547,5.439
8731.722,9.820,10.427,4.813
8733.735,11.497,10.305,4.166
8735.744,10.010,10.545,4.043
8737.759,11.218,10.658,4.272
8739.769,11.407,10.580,5.315
8741.784,11.450,10.510,6.342
8743.795,11.088,10.465,6.243
8745.812,11.552,10.142,5.214
8747.824,10.577,9.455,4.495
8749.836,9.115,8.818,5.002
8751.854,8.448,8.875,5.546
8753.867,9.821,9.677,5.530
8755.886,11.600,10.334,4.544
8757.900,11.554,9.961,9.385
8759.919,12.627,10.222,38.669
8761.935,12.213,10.398,105.179
8763.950,1.265,10.152,142.783
8765.971,11.736,10.000,86.487
8767.988,5.520,10.082,92.081
8770.010,1.573,9.906,172.948
8772.027,7.065,10.285,115.788
8774.050,12.960,10.122,28.926
8776.069,12.237,10.347,25.776
8778.088,10.114,10.595,94.176
8780.112,3.375,10.298,185.384
8782.132,11.576,10.046,135.209
8784.157,12.189,10.096,30.170
8786.177,12.140,10.222,4.205
8788.204,8.711,9.796,5.127
8790.225,9.894,8.986,12.218
8792.247,9.174,8.198,46.154
8794.275,3.339,7.514,62.893
8796.298,8.367,7.251,26.341
8798.326,12.227,8.072,3.955
8800.350,8.068,8.990,4.343
8802.380,9.172,9.468,4.407
8804.405,8.444,9.677,4.278
8806.430,9.648,9.929,4.188
8808.461,10.257,10.046,4.082
8810.487,10.133,10.100,7.816
8812.519,10.312,10.148,11.756
8814.546,11.392,10.220,9.082
8816.579,10.170,10.304,4.491
8818.607,13.226,10.326,3.770
8820.636,9.037,10.223,4.060
8822.670,10.013,10.226,4.079
8824.700,12.795,10.239,9.263
8826.735,8.038,10.339,84.948
8828.765,-8.754,10.470,314.870
8830.801,9.260,10.307,300.632
8832.833,16.774,10.083,100.520
8834.865,14.059,10.387,31.616
8836.902,7.540,10.403,83.910
8838.935,7.974,10.200,143.556
8840.973,15.486,10.186,85.809
8843.007,10.579,10.217,12.160
8845.046,10.160,10.205,5.766
8847.081,12.027,10.231,7.995
8849.116,12.889,10.270,15.457
8851.157,8.312,10.374,39.486
8853.193,10.742,10.434,45.794
8855.234,12.068,10.217,17.779
8857.272,11.077,10.122,4.747
8859.314,11.855,10.062,5.478
8861.352,10.616,10.163,5.505
8863.391,9.949,10.285,9.547
8865.434,11.044,10.241,11.375
8867.474,8.696,10.103,32.434
8869.519,7.479,10.107,94.485
8871.559,8.987,10.449,81.397
8873.605,13.007,10.511,20.648
8875.646,12.250,10.430,4.215
8877.688,10.351,10.512,4.152
8879.735,7.267,10.522,4.383
8881.778,14.470,10.371,3.080
8883.826,12.311,10.377,9.217
8885.870,7.515,10.377,77.354
8887.919,3.890,10.283,232.172
8889.964,2.395,10.251,193.521
8892.009,16.348,10.438,45.881
8894.059,9.217,10.478,7.987
8896.105,11.690,10.457,5.135
8898.157,11.059,10.514,8.292
8900.204,11.027,10.508,8.246
8902.256,11.494,10.346,18.976
8904.304,4.431,10.201,82.737
8906.357,7.978,10.103,111.622
8908.406,8.497,10.300,46.204
8910.456,13.179,10.243,9.779
8912.510,8.806,9.980,10.503
8914.561,9.057,9.525,6.773
8916.616,11.249,8.519,6.618
8918.668,5.759,7.875,35.885
8920.724,6.955,8.116,204.945
8922.776,-2.474,8.949,311.838
8924.829,19.715,9.540,108.434
8926.887,14.309,9.673,9.372
8928.941,7.146,9.927,11.861
8931.000,10.482,9.610,11.214
8933.054,10.860,9.713,8.571
8935.114,8.964,9.995,7.096
8937.170,11.518,10.137,7.380
8939.226,10.281,10.091,7.674
8941.287,11.585,9.982,7.974
8943.344,11.950,9.978,34.183
8945.406,5.443,10.086,91.914
8947.464,7.777,10.039,78.968
8949.528,10.776,10.147,17.931
8951.586,10.484,10.479,4.983
8953.646,9.337,10.419,4.172
8955.710,10.734,10.251,7.168
8957.771,17.095,10.335,60.476
8959.836,-9.270,10.307,209.479
8961.897,11.626,10.332,204.218
8963.964,11.758,10.527,43.064
8966.026,12.161,10.417,6.495
8968.089,10.604,10.050,5.298
8970.157,9.271,10.037,5.488
8972.220,11.059,10.067,7.276
8974.289,11.453,10.165,8.437
8976.354,10.432,10.387,6.843
8978.424,10.344,10.410,5.632
8980.489,10.318,10.291,6.880
8982.555,11.021,10.415,9.951
8984.627,10.833,10.414,11.056
8986.693,10.449,10.309,11.241
8988.766,14.789,10.285,41.826
8990.834,0.870,10.270,94.641
8992.907,14.503,10.292,60.688
8994.976,10.216,10.481,15.344
8997.045,9.654,10.464,8.186
8999.120,13.107,10.284,6.050
9001.190,11.644,10.186,42.756
9003.266,-2.315,10.201,155.258
9005.337,20.260,10.259,133.972
9007.413,10.961,10.014,28.665
9009.486,10.792,10.105,4.554
9011.558,10.967,10.307,3.974
9013.636,9.838,10.165,3.087
9015.710,9.295,9.939,3.594
9017.789,11.550,9.971,3.297
9019.863,10.803,10.207,3.549
9021.943,9.828,10.019,5.339
9024.019,11.389,9.795,7.047
9026.095,9.918,9.988,5.662
9028.176,14.356,10.168,4.881
9030.253,11.759,10.121,6.573
9032.335,12.550,10.030,7.456
9034.413,11.608,10.129,5.728
9036.497,13.316,10.232,6.002
9038.575,9.106,10.185,22.649
9040.655,9.359,10.248,42.183
9042.740,15.008,10.530,27.342
9044.820,12.305,10.672,6.424
9046.905,10.686,10.457,7.221
9048.987,12.275,10.292,19.154
9051.073,5.633,10.378,61.208
9053.156,12.647,10.282,69.111
9055.238,11.626,10.269,21.156
9057.326,8.629,10.396,6.176
9059.410,9.467,10.365,6.864
9061.499,9.856,10.282,5.870
9063.584,12.575,10.221,4.915
9065.674,10.988,9.891,6.749
9067.759,10.357,9.567,8.858
9069.850,10.051,9.891,9.623
9071.937,10.615,10.284,10.153
9074.024,11.385,10.449,8.372
9076.116,11.275,10.504,5.292
9078.204,12.938,10.532,3.847
9080.298,11.683,10.372,3.706
9082.386,9.684,10.527,4.191
9084.481,9.428,10.312,4.669
9086.571,10.695,10.074,5.882
9088.661,11.589,10.269,5.554
9090.757,12.381,10.419,4.066
9092.848,7.591,10.561,11.658
9094.945,13.530,10.363,22.129
9097.037,13.514,10.175,16.957
9099.135,9.738,10.236,7.233
9101.228,10.526,10.412,7.175
9103.322,4.383,10.415,25.863
9105.421,13.639,10.433,36.737
9107.516,10.945,10.375,25.114
9109.616,11.355,10.410,6.391
9111.712,10.679,10.571,3.019
9113.813,10.709,10.627,4.283
9115.909,10.693,10.403,3.676
9118.007,10.039,10.495,3.689
9120.109,9.634,10.452,4.178
9122.207,10.724,10.076,3.820
9124.311,10.225,10.024,3.309
9126.410,9.392,10.298,3.445
9128.514,10.430,9.818,3.487
9130.614,8.244,9.693,3.335
9132.715,8.722,9.950,3.572
9134.821,7.801,10.055,3.650
9136.922,12.478,10.082,4.267
9139.029,9.369,10.157,4.994
9141.132,11.964,10.011,4.632
9143.240,10.788,10.076,4.107
9145.343,9.043,10.471,3.992
9147.447,12.635,10.345,3.553
9149.556,10.166,10.129,3.845
9151.661,3.799,10.300,7.512
9153.771,10.825,10.269,14.468
9155.877,13.877,10.447,17.986
9157.989,12.500,10.244,11.562
9160.095,11.710,10.203,9.938
9162.203,11.935,10.332,19.143
9164.315,7.183,10.365,22.458
9166.424,9.467,10.416,10.828
9168.537,8.706,10.465,4.522
9170.647,11.878,10.318,4.249
9172.761,11.432,10.367,3.983
9174.872,8.693,10.425,4.162
9176.982,8.823,10.390,4.789
9179.098,7.277,10.657,4.706
9181.210,11.517,10.481,4.296
9183.327,10.617,10.478,4.111
9185.440,13.118,10.358,4.142
9187.558,12.891,10.181,4.222
9189.672,12.693,10.189,3.825
9191.786,11.500,10.263,3.689
9193.905,9.507,10.235,3.765
9196.020,11.870,10.193,3.936
9198.141,10.662,10.177,4.016
9200.257,11.318,10.327,4.120
9202.378,12.007,10.511,4.342
9204.495,12.340,10.326,4.678
9206.613,11.897,10.310,5.134
